player,date,time,result
Duhless,6/12/2018,1 min,Won
Duhless,6/12/2018,1 min,Won
Duhless,6/12/2018,1 min,Lost
Duhless,6/12/2018,1 min,Lost
Duhless,6/12/2018,1 min,Lost
Duhless,6/12/2018,1 min,Won
Duhless,6/12/2018,1 min,Lost
Duhless,6/12/2018,1 min,Lost
Duhless,6/12/2018,1 min,Draw
Duhless,6/12/2018,1 min,Won
Duhless,6/12/2018,1 min,Lost
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Lost
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Lost
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Lost
Duhless,6/10/2018,1 min,Lost
Duhless,6/10/2018,1 min,Lost
Duhless,6/10/2018,1 min,Won
Duhless,6/10/2018,1 min,Lost
Duhless,6/9/2018,1 min,Lost
Duhless,6/7/2018,1 min,Lost
Duhless,6/7/2018,1 min,Won
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Won
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Lost
Duhless,6/5/2018,1 min,Won
