player,date,time,result
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Draw
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Draw
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Lost
wonderfultime,4/4/2019,30 sec,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Draw
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Lost
wonderfultime,4/1/2019,1 min,Draw
wonderfultime,4/1/2019,1 min,Won
wonderfultime,4/1/2019,1 min,Won
